Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2014/3/20, 17:00:00, 16258, 16378, 16208, 16231, 183261, 126055, 90755, 92506
2014/3/23, 17:00:00, 16214, 16303, 16134, 16206, 182905, 127538, 93183, 89722
2014/3/24, 17:00:00, 16209, 16331, 16192, 16298, 180811, 125962, 88731, 92080
2014/3/25, 17:00:00, 16295, 16392, 16170, 16192, 193676, 133050, 98121, 95555
2014/3/26, 17:00:00, 16203, 16229, 16112, 16198, 190433, 137374, 96572, 93861
2014/3/27, 17:00:00, 16197, 16341, 16181, 16237, 154825, 107729, 76185, 78640
2014/3/30, 17:00:00, 16276, 16404, 16276, 16376, 136481, 95895, 68997, 67484
2014/3/31, 17:00:00, 16377, 16488, 16359, 16452, 108763, 77692, 54146, 54617
2014/4/1, 17:00:00, 16452, 16510, 16431, 16494, 115014, 81287, 57843, 57171
2014/4/2, 17:00:00, 16490, 16531, 16451, 16509, 116692, 82160, 58865, 57827
2014/4/3, 17:00:00, 16507, 16574, 16312, 16367, 244987, 172795, 124028, 120959
2014/4/6, 17:00:00, 16354, 16363, 16167, 16184, 202167, 141681, 100864, 101303
2014/4/7, 17:00:00, 16187, 16226, 16107, 16177, 169872, 123773, 84379, 85493
2014/4/8, 17:00:00, 16178, 16370, 16174, 16369, 152416, 104930, 76320, 76096
2014/4/9, 17:00:00, 16366, 16384, 16078, 16127, 210332, 152700, 108905, 101427
2014/4/10, 17:00:00, 16129, 16147, 15939, 15975, 231722, 164574, 115824, 115898
2014/4/13, 17:00:00, 15947, 16113, 15881, 16099, 190427, 135704, 95072, 95355
2014/4/14, 17:00:00, 16100, 16243, 15988, 16238, 276798, 196665, 137200, 139598
2014/4/15, 17:00:00, 16245, 16366, 16222, 16307, 163404, 116401, 82358, 81046
2014/4/16, 17:00:00, 16309, 16386, 16279, 16353, 124896, 89749, 62142, 62754
2014/4/20, 17:00:00, 16351, 16392, 16334, 16368, 49736, 36222, 25074, 24662
2014/4/21, 17:00:00, 16364, 16498, 16342, 16456, 112487, 76961, 56744, 55743
2014/4/22, 17:00:00, 16455, 16496, 16411, 16485, 98359, 70515, 49306, 49053
2014/4/23, 17:00:00, 16495, 16513, 16384, 16432, 156781, 113519, 78794, 77987
2014/4/24, 17:00:00, 16405, 16414, 16264, 16325, 153817, 108765, 76474, 77343
2014/4/27, 17:00:00, 16330, 16436, 16242, 16399, 209064, 144256, 105240, 103824
2014/4/28, 17:00:00, 16398, 16493, 16390, 16463, 124079, 87660, 62616, 61463
2014/4/29, 17:00:00, 16460, 16526, 16432, 16515, 134365, 94810, 67685, 66680
2014/4/30, 17:00:00, 16515, 16537, 16456, 16493, 81485, 59283, 41577, 39908
2014/5/1, 17:00:00, 16492, 16550, 16418, 16439, 162912, 117196, 83854, 79058
2014/5/4, 17:00:00, 16449, 16483, 16307, 16458, 126239, 88102, 63492, 62747
2014/5/5, 17:00:00, 16462, 16489, 16333, 16362, 128974, 93748, 63974, 65000
2014/5/6, 17:00:00, 16360, 16480, 16305, 16473, 210307, 143336, 107656, 102651
2014/5/7, 17:00:00, 16471, 16572, 16442, 16494, 190685, 128915, 96264, 94421
2014/5/8, 17:00:00, 16496, 16542, 16451, 16535, 141190, 101284, 68966, 72224
2014/5/11, 17:00:00, 16531, 16666, 16530, 16662, 111834, 75367, 58198, 53636
2014/5/12, 17:00:00, 16664, 16694, 16652, 16676, 94926, 68908, 48188, 46738
2014/5/13, 17:00:00, 16680, 16694, 16557, 16586, 114126, 80477, 57624, 56502
2014/5/14, 17:00:00, 16594, 16619, 16366, 16418, 211187, 142502, 106440, 104747
2014/5/15, 17:00:00, 16416, 16471, 16377, 16462, 130842, 93742, 63369, 67473
2014/5/18, 17:00:00, 16466, 16497, 16387, 16481, 101035, 71404, 51188, 49847
2014/5/19, 17:00:00, 16480, 16505, 16310, 16343, 151094, 103382, 77648, 73446
2014/5/20, 17:00:00, 16342, 16521, 16326, 16496, 143749, 97063, 72919, 70830
2014/5/21, 17:00:00, 16490, 16560, 16467, 16530, 98667, 71851, 49543, 49124
2014/5/22, 17:00:00, 16525, 16593, 16522, 16589, 73629, 50843, 37765, 35864
2014/5/24, 17:00:00, 16596, 16596, 16596, 16596, 15, 15, 15, 0
2014/5/25, 17:00:00, 16593, 16650, 16589, 16634, 14079, 8305, 6588, 7491
2014/5/26, 17:00:00, 16634, 16666, 16618, 16659, 79686, 56776, 40126, 39560
2014/5/27, 17:00:00, 16656, 16691, 16601, 16634, 93883, 66337, 47933, 45950
2014/5/28, 17:00:00, 16630, 16687, 16608, 16681, 77835, 56749, 39360, 38475
2014/5/29, 17:00:00, 16676, 16708, 16635, 16693, 92417, 64856, 46961, 45456
2014/6/1, 17:00:00, 16704, 16744, 16669, 16725, 91498, 64006, 46921, 44577
2014/6/2, 17:00:00, 16722, 16727, 16678, 16717, 81164, 56068, 41639, 39525
2014/6/3, 17:00:00, 16715, 16733, 16662, 16725, 82832, 57276, 42751, 40081
2014/6/4, 17:00:00, 16721, 16837, 16696, 16821, 157198, 105386, 80685, 76513
2014/6/5, 17:00:00, 16822, 16937, 16816, 16935, 101852, 68852, 50175, 51677
2014/6/8, 17:00:00, 16940, 16962, 16908, 16929, 76713, 49028, 37866, 38847
2014/6/9, 17:00:00, 16930, 16952, 16889, 16951, 78777, 50830, 40055, 38722
2014/6/10, 17:00:00, 16944, 16945, 16815, 16855, 103655, 66405, 50349, 53306
2014/6/11, 17:00:00, 16853, 16882, 16704, 16753, 108352, 70904, 53146, 55206
2014/6/12, 17:00:00, 16683, 16719, 16640, 16698, 81530, 55877, 40902, 40628
2014/6/15, 17:00:00, 16699, 16732, 16624, 16704, 93584, 62367, 47628, 45956
2014/6/16, 17:00:00, 16700, 16760, 16654, 16735, 110311, 73968, 55159, 55152
2014/6/17, 17:00:00, 16731, 16832, 16650, 16817, 128145, 84072, 63695, 64450
2014/6/18, 17:00:00, 16814, 16845, 16778, 16833, 96867, 64716, 47101, 49766
2014/6/19, 17:00:00, 16826, 16895, 16815, 16862, 87811, 57221, 45367, 42444
2014/6/22, 17:00:00, 16855, 16911, 16808, 16834, 95526, 60527, 48109, 47417
2014/6/23, 17:00:00, 16829, 16885, 16717, 16746, 142550, 86445, 69846, 72704
2014/6/24, 17:00:00, 16743, 16803, 16699, 16772, 129734, 82115, 65379, 64355
2014/6/25, 17:00:00, 16771, 16800, 16659, 16769, 150532, 94090, 75777, 74755
2014/6/26, 17:00:00, 16768, 16782, 16687, 16756, 109873, 69143, 54611, 55262
2014/6/29, 17:00:00, 16753, 16787, 16717, 16753, 101143, 65631, 50491, 50652
2014/6/30, 17:00:00, 16757, 16919, 16749, 16882, 127761, 78268, 65146, 62615
2014/7/1, 17:00:00, 16880, 16911, 16873, 16897, 74212, 50006, 37304, 36908
2014/7/2, 17:00:00, 16895, 16994, 16886, 16975, 71926, 48532, 35644, 36282
2014/7/3, 17:00:00, 16979, 16994, 16960, 16973, 7248, 4815, 3592, 3656
2014/7/6, 17:00:00, 16970, 16978, 16908, 16943, 89397, 55796, 43390, 46007
2014/7/7, 17:00:00, 16944, 16952, 16796, 16857, 148134, 92086, 72641, 75493
2014/7/8, 17:00:00, 16860, 16927, 16838, 16914, 115892, 74656, 59052, 56840
2014/7/9, 17:00:00, 16914, 16920, 16722, 16835, 171672, 111800, 85363, 86309
2014/7/10, 17:00:00, 16836, 16893, 16786, 16882, 104304, 70115, 52401, 51903
2014/7/13, 17:00:00, 16878, 17017, 16877, 16979, 92266, 56890, 47627, 44639
2014/7/14, 17:00:00, 16981, 17045, 16932, 17006, 155401, 97274, 78219, 77182
2014/7/15, 17:00:00, 17003, 17069, 16991, 17047, 111769, 69680, 57316, 54453
2014/7/16, 17:00:00, 17041, 17085, 16888, 16893, 224445, 139102, 112662, 111783
2014/7/17, 17:00:00, 16889, 17050, 16835, 17031, 155367, 96783, 78152, 77215
2014/7/20, 17:00:00, 17021, 17029, 16908, 16976, 129142, 83758, 63444, 65698
2014/7/21, 17:00:00, 16979, 17069, 16976, 17018, 118637, 75933, 60803, 57834
2014/7/22, 17:00:00, 17022, 17067, 16992, 17027, 113391, 71870, 56146, 57245
2014/7/23, 17:00:00, 17031, 17063, 16965, 16980, 118967, 76081, 60088, 58879
2014/7/24, 17:00:00, 16977, 17005, 16846, 16888, 153050, 93118, 74620, 78430
2014/7/27, 17:00:00, 16893, 16938, 16808, 16911, 131632, 82494, 66232, 65400
2014/7/28, 17:00:00, 16914, 16993, 16840, 16855, 152657, 95042, 76647, 76010
2014/7/29, 17:00:00, 16848, 16926, 16751, 16818, 197830, 121659, 96385, 101445
2014/7/30, 17:00:00, 16822, 16822, 16488, 16500, 259717, 161465, 130242, 129475
2014/7/31, 17:00:00, 16509, 16549, 16370, 16416, 264107, 174527, 133650, 130457
2014/8/3, 17:00:00, 16429, 16528, 16378, 16488, 137504, 91209, 69955, 67549
2014/8/4, 17:00:00, 16488, 16500, 16299, 16363, 208269, 141942, 106650, 101619
2014/8/5, 17:00:00, 16369, 16442, 16272, 16396, 162803, 115095, 81585, 81218
2014/8/6, 17:00:00, 16393, 16459, 16280, 16318, 189060, 126981, 96378, 92682
2014/8/7, 17:00:00, 16322, 16502, 16208, 16481, 190755, 131425, 94114, 96641
2014/8/10, 17:00:00, 16479, 16581, 16474, 16524, 123077, 79521, 59406, 63671
2014/8/11, 17:00:00, 16525, 16560, 16465, 16533, 116812, 80195, 58781, 58031
2014/8/12, 17:00:00, 16537, 16634, 16519, 16630, 103921, 69521, 50970, 52951
2014/8/13, 17:00:00, 16626, 16690, 16597, 16685, 87848, 59247, 44522, 43326
2014/8/14, 17:00:00, 16687, 16742, 16537, 16636, 192370, 124874, 97906, 94464
2014/8/17, 17:00:00, 16666, 16809, 16657, 16804, 96663, 62461, 51235, 45428
2014/8/18, 17:00:00, 16803, 16899, 16803, 16885, 79862, 51800, 40068, 39794
2014/8/19, 17:00:00, 16885, 16970, 16855, 16953, 99705, 65458, 50915, 48790
2014/8/20, 17:00:00, 16948, 17050, 16939, 17016, 84255, 57188, 43243, 41012
2014/8/21, 17:00:00, 17018, 17046, 16962, 17000, 109757, 74144, 55734, 54023
2014/8/24, 17:00:00, 17004, 17103, 17000, 17056, 76069, 50239, 36583, 39486
2014/8/25, 17:00:00, 17051, 17132, 17037, 17098, 82344, 52129, 41370, 40974
2014/8/26, 17:00:00, 17107, 17119, 17072, 17097, 71499, 45663, 36757, 34742
2014/8/27, 17:00:00, 17096, 17099, 17007, 17094, 101789, 69164, 50714, 51075
2014/8/28, 17:00:00, 17096, 17134, 17022, 17069, 92734, 61016, 46134, 46600
2014/8/31, 17:00:00, 17076, 17093, 17054, 17089, 13708, 8621, 7182, 6526
2014/9/1, 17:00:00, 17084, 17130, 17001, 17059, 102210, 66641, 50849, 51361
2014/9/2, 17:00:00, 17053, 17154, 17047, 17069, 115610, 75301, 59051, 56559
2014/9/3, 17:00:00, 17072, 17154, 17017, 17093, 134717, 86473, 66642, 68075
2014/9/4, 17:00:00, 17087, 17129, 16997, 17128, 157937, 98673, 78243, 79694
2014/9/7, 17:00:00, 17120, 17130, 17070, 17107, 107856, 66486, 54518, 53338
2014/9/8, 17:00:00, 17100, 17122, 16985, 17028, 159265, 95331, 79045, 80220
2014/9/9, 17:00:00, 17031, 17077, 16967, 17062, 131552, 83185, 63747, 67805
2014/9/10, 17:00:00, 17054, 17066, 16973, 17061, 128088, 78614, 63671, 64417
2014/9/11, 17:00:00, 16971, 16985, 16851, 16901, 113568, 68719, 56080, 57488
2014/9/14, 17:00:00, 16876, 16968, 16839, 16950, 126158, 76077, 64931, 61227
2014/9/15, 17:00:00, 16955, 17081, 16890, 17056, 145185, 85477, 71233, 73952
